=================================================
FastCopy(ver5.4.2 (Admin)) start at 2023/11/19 07:21:15
<Source>  C:\Users\M\Desktop\WebPages\
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\frame_data\libs.d91f85a979654cd32fcc.js   <20230101-190744 3,157>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\frame_data\loading_indicator.1cdf70a4064f4fed39a7.js   <20230101-190744 10,207>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\frame_data\pegasus_appearance_manager.054d2eb5124c7422f632.js   <20230101-190745 6,225>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\frame_data\pegasus_content.74b4b5d2f454f49d4ce0.js   <20230101-190745 10,672>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\frame_data\pegasus_controlbar.54f670259aab4d2303ca.js   <20230101-190745 14,840>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\frame_data\pegasus_controlbar~scrubber.70fc0cb703597c4be946.js   <20230101-190745 16,492>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\frame_data\pegasus_theme.25d5d942be4acce443aa.css   <20230101-190744 29,746>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\frame_data\pegasus_theme.25d5d942be4acce443aa.js   <20230101-190745 9,651>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\frame_data\pegasus_watermark.b40f6a4cbacc8bee7e91.js   <20230101-190744 6,837>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\frame_data\scrubber.fdcb4e9ac7706dfc0722.js   <20230101-190744 9,045>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\frame_data\video-sd.mp4   <20230101-190751 4,153,161>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\frame_data\zeus_boot.5c3cdb518c700541be17.js   <20230101-190744 133,225>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\frame_data\zeus_mouseinput.1e172995ca3d72bc714e.js   <20230101-190745 4,109>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\iframe_data\   <20231118-184342>
+ H:\Windows\Desktop\WebPages\PS2 .psu Saves = PS3 internal memory card (without needing a PS2 - PS3 memory card) sefemedical.com - The Independent Video Game Community_files\iframe_data\iframe.js   <20230101-190744 16,851>
+ H:\Windows\Desktop\WebPages\QEMU and Windows_files\   <20231118-184342>
+ H:\Windows\Desktop\WebPages\QEMU and Windows_files\infinite-jekyll.js   <20230807-090038 2,401>
+ H:\Windows\Desktop\WebPages\QEMU and Windows_files\jquery.js   <20230807-090038 93,100>
+ H:\Windows\Desktop\WebPages\QEMU and Windows_files\js   <20230807-090038 232,228>
+ H:\Windows\Desktop\WebPages\QEMU and Windows_files\scale.js   <20230807-090038 907>
+ H:\Windows\Desktop\WebPages\QEMU and Windows_files\styles.css   <20230807-090038 6,813>
+ H:\Windows\Desktop\WebPages\Replacing the WSL Kernel_files\   <20231118-184342>
+ H:\Windows\Desktop\WebPages\Replacing the WSL Kernel_files\cards.css   <20230809-071946 31,431>
+ H:\Windows\Desktop\WebPages\Replacing the WSL Kernel_files\cards.js   <20230809-071946 6,743>
+ H:\Windows\Desktop\WebPages\Replacing the WSL Kernel_files\IMG_20160820_215114-25-1.jpg   <20230809-071946 20,835>
+ H:\Windows\Desktop\WebPages\Replacing the WSL Kernel_files\jquery-1.js   <20230809-071946 95,957>
+ H:\Windows\Desktop\WebPages\Replacing the WSL Kernel_files\jquery-3.js   <20230809-071946 86,659>
+ H:\Windows\Desktop\WebPages\Replacing the WSL Kernel_files\jquery.js   <20230809-071946 1,912>
+ H:\Windows\Desktop\WebPages\Replacing the WSL Kernel_files\screen.css   <20230809-071946 35,352>
+ H:\Windows\Desktop\WebPages\Replacing the WSL Kernel_files\sodo-search.js   <20230809-071946 284,550>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\   <20231118-184342>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\14fc1af2b4a7fc51b61a62b261dfbca8.png   <20230809-091116 1,815>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\170a52ae99a5c0b3f3f51e6b2fd3018a.jpg   <20230809-091116 2,090>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\3dDUG.png   <20230809-091116 28,359>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\579054a53c8a1076487e075e6c45bba5.png   <20230809-091116 1,293>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\5c0c4fb446dcf0e00366a400fd2548f5.png   <20230809-091116 1,967>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\719f14270bfe54a8a9cf6e831fde6aa2.jpg   <20230809-091116 2,677>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\b63cea3197d8d56b36d236fa471be7cb.png   <20230809-091116 3,257>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\CCZiV.png   <20230809-091116 19,912>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\channels.css   <20230809-091116 19,214>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\db8fd4455e95714c334c5f1a952e3a2f.png   <20230809-091116 3,419>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\DRvId.jpg   <20230809-091116 4,044>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\full-anon.js   <20230809-091116 222,343>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\IqW5T.png   <20230809-091116 60,613>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\IzYSN.jpg   <20230809-091116 3,852>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\jquery.js   <20230809-091116 97,163>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\js   <20230809-091116 254,473>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\post-validation.js   <20230809-091116 13,709>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\primary.css   <20230809-091116 307,960>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\stacks.css   <20230809-091116 778,097>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\stacks.js   <20230809-091116 92,971>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\stub.js   <20230809-091116 53,657>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\teams-illo-free-sidebar-promo.svg   <20230809-091116 5,950>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\WrQEf.png   <20230809-091116 157,737>
+ H:\Windows\Desktop\WebPages\ubuntu - Running graphical Linux desktop applications from WSL 2 – 'Error E233 cannot open display' - Stack Overflow_files\wt7IT.png   <20230809-091116 41,962>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\   <20221122-024852>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\04f00cd36cafe0253df1a0d50edefd96.png   <20221117-180954 2,251>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\0fe68cc7a74fc3642eab5890f9ca477b.jpeg   <20221117-180954 3,146>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\1518e6b905d65cbe0a03243a199e18fc.png   <20221117-180954 2,044>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\1fc288013355b9cd9e16708d3babbc59.png   <20221117-180954 1,017>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\226c4e31d361ff485d6a60caf67003d5.png   <20221117-180954 2,032>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\6bb0d0502bb1dfce7c3eb18c2552c095.png   <20221117-180954 1,651>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\7c081000f3681dc93be5ec6d1587936e.png   <20221117-180954 9,595>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\a.htm   <20221117-180954 108>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\a8de1e359cd80984f17a9285e0d30bab.png   <20221117-180954 1,685>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\anonymousHeroAnswers.svg   <20221117-180954 510>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\anonymousHeroQuestions.svg   <20221117-180954 347>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\anonymousHeroUpvote.svg   <20221117-180954 404>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\b05021e09814e9fee658a27ef70fe5bd.png   <20221117-180954 1,354>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\bef66b5468d1bb2b1d0df06be39465ea.png   <20221117-180954 1,491>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\channels.css   <20221117-180954 18,913>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\chgwQ.png   <20221117-180954 9,574>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\container.htm   <20221117-180954 29,884>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\container_002.htm   <20221117-180954 6,248>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\d7c3d219e88121b9e1fc6b2156f2ff7f.png   <20221117-180954 4,943>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\de035756303c544e06d1d7bab6179fe1.png   <20221117-180954 1,987>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\f14cc3608497c23b729a3490979b0328.jpeg   <20221117-180954 1,148>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\FFdLh.jpg   <20221117-180954 2,469>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\full-anon.en.js   <20221117-180954 210,387>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\gpt.js   <20221117-180954 80,195>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\gPwHq.png   <20221117-180954 5,172>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\I0VGA.jpg   <20221117-180954 3,291>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\jquery.min.js   <20221117-180954 97,163>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\js   <20221117-180954 220,567>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\logo.svg   <20221117-180954 20,238>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\LOLzx.png   <20221117-180954 7,998>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\post-validation.en.js   <20221117-180954 13,138>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\primary.css   <20221117-180954 331,983>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\pubads_impl_2022111401.js   <20221117-180954 389,900>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\stacks.css   <20221117-180954 654,577>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\stacks.min.js   <20221117-180954 100,193>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\stub.en.js   <20221117-180954 53,336>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\teams-illo-free-sidebar-promo.svg   <20221117-180954 5,950>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\why-are-dot-underscore-files-created-and-how-can-i-avoid-the.htm   <20221117-180954 46,295>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\why-are-dot-underscore-files-created-and-how-can-i-avoid_002.htm   <20221117-180954 46,248>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\why-are-dot-underscore-files-created-and-how-can-i-avoid_003.htm   <20221117-180954 46,226>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\container_data\   <20221122-024854>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\container_data\B27202879.gif   <20221117-180954 42>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\container_data\ext.js   <20221117-180954 24,203>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\container_data\rx_lidar.js   <20221117-180954 157,753>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\why-are-dot-underscore-files-created-and-how-can-i-avoid-them_da\   <20221122-024854>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\why-are-dot-underscore-files-created-and-how-can-i-avoid-them_da\18221226751183376253.png   <20221117-180954 57,881>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\why-are-dot-underscore-files-created-and-how-can-i-avoid-the_002\   <20221122-024854>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\why-are-dot-underscore-files-created-and-how-can-i-avoid-the_002\13439140113206505716.jpg   <20221117-180954 46,779>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\why-are-dot-underscore-files-created-and-how-can-i-avoid-the_003\   <20221122-024854>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\why-are-dot-underscore-files-created-and-how-can-i-avoid-the_003\4184667083330649173.jpg   <20221117-180954 43,830>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\why-are-dot-underscore-files-created-and-how-can-i-avoid-the_003\f.txt   <20221117-180954 23,930>
+ H:\Windows\Desktop\WebPages\Why are dot underscore ._ files created, and how can I avoid them_files\why-are-dot-underscore-files-created-and-how-can-i-avoid-the_003\f_002.txt   <20221117-180954 2,689>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\   <20231118-184342>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\03ba2cfa3e177dbe10fc27aecca6de7a.png   <20230809-051939 2,368>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\2b0b3e99d2a134b1f5410b779d95b476.png   <20230809-051939 10,142>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\2b0f9e64ced5784513b956cf8226fe07.png   <20230809-051939 1,704>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\3f757e150aa254b06b1e6e0c6103368a.png   <20230809-051939 3,250>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\55f2a620e56c929e7f60503e3fcd6928.jpg   <20230809-051939 2,572>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\6e013e7348078e779993931f79b9107d.png   <20230809-051939 1,976>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\6U0p8.png   <20230809-051939 85,361>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\738a83ba4f902ba2ac9bdd73ef2fe607.png   <20230809-051939 2,559>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\903e833efefa6143e51cac3857e60614.png   <20230809-051939 1,681>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\a.htm   <20230809-051939 108>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\AATXAJxsRq2DWIsp_Ajj4QpAaFFr2w0oEi9mjbmBAvn8k-s64.png   <20230809-051939 898>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\b13a93d8690ad0d02fafdec6d6372413.png   <20230809-051939 1,454>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\channels.css   <20230809-051939 19,214>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\ffYKU.png   <20230809-051939 30,351>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\full-anon.js   <20230809-051939 222,343>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\H4SOS.jpg   <20230809-051939 3,123>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\highlightjs-loader.js   <20230809-051939 176,520>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\jQtnw.png   <20230809-051939 51,262>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\jquery.js   <20230809-051939 97,163>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\js   <20230809-051939 254,473>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\Kwj9b.png   <20230809-051939 102,761>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\lezAi.jpg   <20230809-051939 5,966>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\mmxTe.png   <20230809-051939 31,567>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\myfT6.png   <20230809-051939 47,222>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\photo.png   <20230809-051939 674>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\photo_002.png   <20230809-051939 900>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\post-validation.js   <20230809-051939 13,709>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\primary.css   <20230809-051939 307,960>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\Rab9E.jpg   <20230809-051939 3,771>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\SAaRt.png   <20230809-051939 8,695>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\stacks.css   <20230809-051939 778,097>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\stacks.js   <20230809-051939 92,971>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\stub.js   <20230809-051939 53,657>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\teams-illo-free-sidebar-promo.svg   <20230809-051939 5,950>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\UVlyr.png   <20230809-051939 76,981>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\vUFRO.png   <20230809-051939 9,274>
+ H:\Windows\Desktop\WebPages\Windows10 WSL2 Ubuntu _ Debian # no network - Stack Overflow_files\zgIdn.png   <20230809-051939 4,191>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\   <20221125-010356>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\0Eraqv1.png   <20221125-010353 183,586>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\0ilZtOq.png   <20221125-010354 168,455>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\1261   <20221125-010355 46,217>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\2.jpg   <20221125-010353 4,490>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\20591.jpg   <20221125-010354 2,614>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\2198.jpg   <20221125-010353 2,136>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\28568.jpg   <20221125-010353 8,312>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\2EXg9PT.png   <20221125-010354 128,558>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\32k9kps.png   <20221125-010354 85,585>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\3657.jpg   <20221125-010353 4,147>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\3ZS7JZ7.png   <20221125-010354 18,630>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\4aYf6Uq.png   <20221125-010354 181,169>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\5DupxyZ.png   <20221125-010354 16,237>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\5LctNkk.png   <20221125-010354 123,004>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\5XYVxPP.png   <20221125-010354 61,396>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\6.jpg   <20221125-010353 3,265>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\63PPypy.png   <20221125-010354 74,803>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\6Tx10wx.png   <20221125-010354 15,510>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\7OYwzCF.png   <20221125-010353 134,288>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\84Wrp77.png   <20221125-010354 102,309>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\872.jpg   <20221125-010353 4,637>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\8aIhZ07.png   <20221125-010353 141,727>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\8ex4S0n.png   <20221125-010354 60,464>
